epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
0,199,,,,0.422382563,0.565345407,0.218885541
0,199,0.314299136,0.538734317,0.2156692,,,
1,399,,,,0.483430415,0.627092421,0.302439362
1,399,0.456221312,0.604218721,0.281399637,,,
2,599,,,,0.574388564,0.688829362,0.369424194
2,599,0.534845769,0.650504887,0.33762005,,,
3,799,,,,0.637726426,0.723604977,0.421976864
3,799,0.584912181,0.685093582,0.37782979,,,
4,999,,,,0.657990694,0.729003787,0.442136288
4,999,0.611015141,0.701122403,0.399365067,,,
5,1199,,,,0.651134491,0.729541719,0.437072664
5,1199,0.623808265,0.710584223,0.410656333,,,
6,1399,,,,0.683309853,0.753763556,0.466033399
6,1399,0.651696026,0.731697798,0.436177433,,,
7,1599,,,,0.678251147,0.743132532,0.460637867
7,1599,0.666451752,0.740739822,0.449460059,,,
8,1799,,,,0.640739918,0.704338729,0.419767469
8,1799,0.684290648,0.757271051,0.467570662,,,
9,1999,,,,0.698252976,0.755991578,0.481489807
9,1999,0.70095855,0.768468201,0.484044701,,,
10,2199,,,,0.725103021,0.778901577,0.506858587
10,2199,0.706161201,0.773694873,0.488906056,,,
11,2399,,,,0.637450278,0.736195862,0.430816829
11,2399,0.711000085,0.779596925,0.494311988,,,
12,2599,,,,0.733517885,0.792950213,0.516860545
12,2599,0.726985693,0.789912522,0.510325789,,,
13,2799,,,,0.716675341,0.785693288,0.50027144
13,2799,0.737905741,0.798051,0.521676183,,,
14,2999,,,,0.741633296,0.798731089,0.52425611
14,2999,0.742240608,0.800833166,0.525891662,,,
15,3199,,,,0.746006131,0.797212839,0.529598176
15,3199,0.752762616,0.810133815,0.53745985,,,
16,3399,,,,0.73058635,0.80787313,0.517785132
16,3399,0.755459368,0.812496245,0.54063803,,,
17,3599,,,,0.664408803,0.808396161,0.543322027
17,3599,0.76327461,0.81724751,0.548752367,,,
18,3799,,,,0.651358783,0.787730396,0.526125669
18,3799,0.669403255,0.816557169,0.550180554,,,
19,3999,,,,0.694074571,0.817024171,0.568827927
19,3999,0.681524277,0.825860143,0.563093007,,,
20,4199,,,,0.663852036,0.797461927,0.528563619
20,4199,0.703039527,0.829681575,0.577846944,,,
21,4399,,,,0.706844747,0.803782225,0.569827855
21,4399,0.718553364,0.838896036,0.59365195,,,
22,4599,,,,0.707479239,0.808831394,0.572276056
22,4599,0.726656675,0.836483538,0.600677609,,,
23,4799,,,,0.732998371,0.824139595,0.599743307
23,4799,0.720983386,0.835553586,0.593357086,,,
24,4999,,,,0.728807926,0.823939085,0.594012439
24,4999,0.737689555,0.843827426,0.612454414,,,
25,5199,,,,0.717285752,0.819186985,0.581035733
25,5199,0.74232018,0.847037017,0.616488695,,,
26,5399,,,,0.729134798,0.818495035,0.592037857
26,5399,0.751960576,0.853265762,0.628138423,,,
27,5599,,,,0.730465233,0.824028611,0.594632924
27,5599,0.753230512,0.852385342,0.628831923,,,
28,5799,,,,0.727394402,0.803098917,0.586903811
28,5799,0.756142378,0.85452342,0.632512689,,,
29,5999,,,,0.742573619,0.831118703,0.609922409
29,5999,0.758958995,0.855595648,0.635964155,,,
30,6199,,,,0.728678524,0.820929587,0.591914594
30,6199,0.761182249,0.855869472,0.638175368,,,
31,6399,,,,0.732181072,0.81746453,0.593561471
31,6399,0.76721859,0.859980524,0.645356834,,,
32,6599,,,,0.748679459,0.827152789,0.613602221
32,6599,0.770646214,0.863126516,0.649535239,,,
33,6799,,,,0.743971169,0.829180539,0.607893765
33,6799,0.776529729,0.865150273,0.656735003,,,
34,6999,,,,0.757513106,0.835737705,0.625203609
34,6999,0.777065933,0.869891405,0.658088684,,,
35,7199,,,,0.74340713,0.832595646,0.607869387
35,7199,0.782410324,0.868283331,0.664215922,,,
36,7399,,,,0.754460871,0.832214713,0.620951593
36,7399,0.786039472,0.87159276,0.668663383,,,
37,7599,,,,0.749325395,0.828683138,0.615530312
37,7599,0.782387614,0.870372951,0.664632201,,,
38,7799,,,,0.762026548,0.832660973,0.630188167
38,7799,0.790006697,0.876046896,0.674716949,,,
39,7999,,,,0.758082211,0.836858511,0.625094533
39,7999,0.79268676,0.876986265,0.677038968,,,
40,8199,,,,0.742398024,0.824326336,0.604696214
40,8199,0.794113934,0.87688452,0.679197609,,,
41,8399,,,,0.764649928,0.837244391,0.633275509
41,8399,0.799763978,0.882961512,0.687007546,,,
42,8599,,,,0.769017279,0.843865812,0.638351738
42,8599,0.801423788,0.883570075,0.689364851,,,
43,8799,,,,0.765234411,0.83618784,0.634507954
43,8799,0.805234075,0.884403765,0.693344116,,,
44,8999,,,,0.763074994,0.838986635,0.630258977
44,8999,0.805740178,0.885948718,0.694787085,,,
45,9199,,,,0.760512173,0.831150115,0.626931131
45,9199,0.807491004,0.885736763,0.696751595,,,
46,9399,,,,0.769433856,0.843261778,0.638911307
46,9399,0.813487113,0.890379488,0.705104887,,,
47,9599,,,,0.762759089,0.839039445,0.62951386
47,9599,0.810937285,0.887916088,0.700750172,,,
48,9799,,,,0.770048261,0.844860017,0.639874578
48,9799,0.81441617,0.892830431,0.706245661,,,
49,9999,,,,0.775024652,0.846857488,0.646295905
49,9999,0.817538202,0.89181304,0.709497571,,,
50,10199,,,,0.76935184,0.842539012,0.63826561
50,10199,0.815346658,0.891105354,0.706766784,,,
51,10399,,,,0.768210769,0.838800907,0.636960387
51,10399,0.816327512,0.89141506,0.707891583,,,
52,10599,,,,0.777408779,0.846817851,0.648928702
52,10599,0.82070899,0.895725906,0.714473784,,,
53,10799,,,,0.776139259,0.846262097,0.647358894
53,10799,0.825867593,0.897984743,0.721488953,,,
54,10999,,,,0.762614369,0.837907791,0.629181683
54,10999,0.826140165,0.898619711,0.721889257,,,
55,11199,,,,0.769381285,0.840602219,0.637500346
55,11199,0.826574266,0.899427652,0.722954929,,,
56,11399,,,,0.780592144,0.850344718,0.653920829
56,11399,0.827692926,0.899686038,0.72368139,,,
57,11599,,,,0.779498219,0.852392972,0.651579142
57,11599,0.829925895,0.901428938,0.726759017,,,
58,11799,,,,0.776816308,0.842873096,0.647530019
58,11799,0.832883298,0.901633263,0.730323672,,,
59,11999,,,,0.781909108,0.848378956,0.654842556
59,11999,0.832652926,0.902390063,0.730843782,,,
60,12199,,,,0.77528888,0.844327867,0.645520866
60,12199,0.835237741,0.904245436,0.734299004,,,
61,12399,,,,0.780903757,0.847332239,0.652819932
61,12399,0.83611393,0.905079544,0.735702038,,,
62,12599,,,,0.786671162,0.848964632,0.660807669
62,12599,0.836595178,0.904381156,0.735958695,,,
63,12799,,,,0.785611749,0.848635972,0.659316301
63,12799,0.835131645,0.903592348,0.733563244,,,
64,12999,,,,0.785816789,0.84989965,0.659521937
64,12999,0.838669479,0.905582726,0.738522649,,,
65,13199,,,,0.778977334,0.842372298,0.649608195
65,13199,0.839839876,0.905558228,0.739977002,,,
66,13399,,,,0.77828896,0.845995128,0.64926368
66,13399,0.840069473,0.90783602,0.741240978,,,
67,13599,,,,0.787183464,0.849712372,0.66102457
67,13599,0.842872202,0.908562005,0.744803846,,,
68,13799,,,,0.782652736,0.847693324,0.654679716
68,13799,0.842041016,0.909007668,0.743732333,,,
69,13999,,,,0.781623721,0.848442614,0.653364182
69,13999,0.845428646,0.911719024,0.7490592,,,
70,14199,,,,0.785415649,0.850854933,0.65844053
70,14199,0.845565021,0.911298394,0.748756826,,,
71,14399,,,,0.785321116,0.851036549,0.658218861
71,14399,0.846835434,0.911207736,0.750207365,,,
72,14599,,,,0.787560046,0.851424456,0.662101448
72,14599,0.846704066,0.912275314,0.750555396,,,
73,14799,,,,0.789293587,0.850028694,0.663295925
73,14799,0.848342776,0.912465155,0.752699852,,,
74,14999,,,,0.786967576,0.852142751,0.660392284
74,14999,0.848154962,0.912695765,0.752272785,,,
75,15199,,,,0.791598678,0.853090823,0.667134523
75,15199,0.85059166,0.913677752,0.755554199,,,
76,15399,,,,0.789741457,0.852217913,0.664894521
76,15399,0.850184083,0.913442254,0.754662812,,,
77,15599,,,,0.790964663,0.850390613,0.665247619
77,15599,0.849300206,0.912998319,0.753898859,,,
78,15799,,,,0.793243408,0.855413735,0.668624759
78,15799,0.851562381,0.914436579,0.75695914,,,
79,15999,,,,0.789437175,0.851609886,0.663462341
79,15999,0.854548335,0.915062904,0.76110518,,,
80,16199,,,,0.791755617,0.852788568,0.666381896
80,16199,0.851594985,0.915925145,0.757536173,,,
81,16399,,,,0.790037453,0.854413271,0.664604604
81,16399,0.852860153,0.915418923,0.758759201,,,
82,16599,,,,0.787740827,0.851235628,0.661300004
82,16599,0.854400516,0.91573149,0.760667622,,,
83,16799,,,,0.791479588,0.853363335,0.666141629
83,16799,0.855060697,0.916413963,0.762141883,,,
84,16999,,,,0.792527318,0.853792369,0.667675197
84,16999,0.853542686,0.916777253,0.759795427,,,
85,17199,,,,0.794313192,0.853793979,0.669892728
85,17199,0.853809536,0.916313946,0.759845853,,,
86,17399,,,,0.792209148,0.853948295,0.667262971
86,17399,0.856049776,0.916753888,0.763257802,,,
87,17599,,,,0.793442488,0.853817582,0.668846369
87,17599,0.858012974,0.917960823,0.766276479,,,
88,17799,,,,0.794053495,0.853710294,0.669479072
88,17799,0.856919289,0.917319655,0.764559865,,,
89,17999,,,,0.793813765,0.854640305,0.669337332
89,17999,0.856238604,0.916870832,0.763114214,,,
90,18199,,,,0.795109272,0.854926467,0.67110312
90,18199,0.858163595,0.917925358,0.765809834,,,
91,18399,,,,0.792806685,0.853894591,0.66786319
91,18399,0.855606854,0.918195784,0.763415873,,,
92,18599,,,,0.794010639,0.854263842,0.669500172
92,18599,0.856336594,0.916920185,0.763674021,,,
93,18799,,,,0.794667006,0.854259074,0.670194149
93,18799,0.857944548,0.918182075,0.765673697,,,
94,18999,,,,0.795355141,0.855083287,0.671348095
94,18999,0.858723879,0.919357479,0.767727137,,,
95,19199,,,,0.794316053,0.85395658,0.685464249
95,19199,0.858055115,0.9182477,0.766241491,,,
96,19399,,,,0.79443866,0.85382247,0.688505211
96,19399,0.859057009,0.918203592,0.767565429,,,
97,19599,,,,0.794741869,0.854358196,0.694116211
97,19599,0.856628299,0.917150021,0.763930559,,,
98,19799,,,,0.79404676,0.853903949,0.69850563
98,19799,0.854527056,0.916696429,0.760990381,,,
99,19999,,,,0.794333279,0.85450232,0.696751595
99,19999,0.858051717,0.919388533,0.766674519,,,
